Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|MagMod|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc
801|19:26.1|-33.23964024|13.53857322|44.18|20.93|18.19|12.78|-18.67|29.03|332.432|48.305|302.49|0.017|0.04|0.028
802|19:36.5|-33.69273166|14.09420854|44.63|19.45|18.27|12.61|-18.6|28.96|332.108|50.247|301.347|0.018|0.042|0.027
803|19:47.0|-34.14410769|14.65770862|43.97|22.66|18.35|12.68|-18.58|29.03|332.044|50.442|299.578|0.021|0.04|0.025
804|19:57.5|-34.59197658|15.22709866|43.88|20.91|18.36|12.83|-18.54|29.08|331.363|52.081|300.499|0.016|0.042|0.029
805|20:08.0|-35.03674975|15.80312791|44.52|21.56|18.41|12.95|-18.66|29.24|330.747|49.386|300.259|0.016|0.041|0.028
806|20:18.5|-35.47822013|16.3857719|44.17|20.98|18.43|13.1|-18.11|28.97|332.487|48.492|300.542|0.021|0.041|0.027
807|20:29.0|-35.9161063|16.97489561|44.25|20.83|18.15|12.75|-18.33|28.77|333.733|47.208|301.56|0.017|0.041|0.025
808|20:39.4|-36.35072271|17.57117112|44.27|20.88|18.18|12.47|-18.66|28.88|333.102|46.903|301.201|0.02|0.04|0.025
809|20:49.9|-36.78235666|18.17527861|43.97|20.61|17.85|12.68|-18.84|28.89|332.345|47.554|300.777|0.016|0.041|0.027
810|21:00.4|-37.2099036|18.78593767|44.81|20.92|17.67|12.78|-19.09|28.98|331.169|49.893|300.845|0.016|0.042|0.026
811|21:10.9|-37.63328995|19.40327004|43.9|20.88|17.52|12.93|-19.42|29.18|330.734|48.367|300.623|0.017|0.041|0.029
812|21:21.4|-38.05295885|20.02817691|44.13|21.02|17.35|12.7|-19.27|28.87|330.151|47.225|300.622|0.015|0.04|0.028
813|21:31.9|-38.46914622|20.66131042|43.9|19.91|17.19|12.59|-19.44|28.84|331.53|47.025|301.099|0.019|0.041|0.025
814|21:42.3|-38.88119698|21.30197054|44.68|20.76|17.01|12.68|-19.56|28.86|331.357|46.552|300.61|0.013|0.04|0.026
815|21:52.8|-39.28933592|21.95079812|44.09|21.08|17.03|12.71|-19.41|28.78|331.323|46.806|299.293|0.02|0.041|0.025
816|22:03.3|-39.69349929|22.60800859|44.13|21.28|16.93|12.76|-19.09|28.53|331.833|48.276|299.361|0.022|0.042|0.029
817|22:13.8|-40.09315235|23.2730341|44.08|20.71|16.82|12.65|-19.01|28.36|330.388|48.704|298.448|0.015|0.041|0.025
818|22:24.3|-40.48829913|23.9461702|43.81|20.9|16.64|12.62|-19.24|28.40|330.668|47.827|297.216|0.019|0.041|0.026
819|22:34.8|-40.87897046|24.62777782|44.13|20.91|16.63|12.46|-19.03|28.18|329.579|47.393|297.169|0.018|0.041|0.027
820|22:45.3|-41.26472057|25.31738018|44.18|21.85|16.39|12.14|-19.46|28.19|328.837|47.419|297.283|0.02|0.041|0.026
821|22:55.7|-41.64561359|26.0153868|43.83|20.75|16.19|12.25|-19.59|28.21|328.659|44.184|297.959|0.016|0.041|0.027
822|23:06.2|-42.02171346|26.72223799|44.13|20.8|16.12|12.19|-19.83|28.31|327.566|43.31|298.779|0.018|0.041|0.027
823|23:16.7|-42.39260378|27.43747026|43.93|21.11|16.05|12.03|-20.18|28.45|326.948|43.889|298.318|0.018|0.042|0.027
824|23:27.2|-42.75848476|28.16179522|44.09|18.25|16.04|11.93|-20.7|28.78|326.058|45.018|296.818|0.02|0.041|0.026
825|23:37.6|-43.11890625|28.89465024|43.95|20.64|16|11.87|-20.56|28.63|325.44|45.09|297.783|0.021|0.04|0.025
826|23:48.1|-43.47397217|29.63657115|44.09|21.02|15.91|11.99|-20.83|28.82|323.852|43.76|298.672|0.021|0.041|0.026
827|23:58.6|-43.82386652|30.38831758|44.75|21.17|15.83|11.93|-21.08|28.94|323.355|43.088|299.056|0.017|0.042|0.027
828|24:09.1|-44.16812066|31.14926166|43.85|19.68|15.71|11.84|-21.06|28.82|322.553|42.933|297.242|0.014|0.041|0.026
829|24:19.5|-44.50643955|31.9190883|44.11|20.64|15.63|11.74|-20.97|28.67|322.59|42.041|297.547|0.014|0.042|0.026
830|24:30.0|-44.83900079|32.69855622|44.56|21.01|15.3|11.63|-20.66|28.22|322.594|42.299|297.19|0.02|0.041|0.027
831|24:40.5|-45.1663634|33.48944266|43.83|23.14|15.16|11.52|-21.15|28.46|321.752|43.473|296.723|0.019|0.041|0.025
832|24:51.0|-45.48737252|34.28939972|44.47|21.15|15.19|11.29|-21.25|28.46|321.036|44.484|296.119|0.02|0.041|0.024
833|25:01.5|-45.80116784|35.09652825|44.15|20.6|14.88|11.06|-21.55|28.43|320.732|44.703|296.364|0.02|0.04|0.029
834|25:11.9|-46.10808581|35.91189752|44.04|20.87|14.75|10.97|-21.69|28.43|318.943|42.571|296.223|0.015|0.041|0.027
835|25:22.4|-46.40875458|36.73753047|44.54|20.99|14.9|10.94|-21.76|28.55|318.494|43.113|296.653|0.02|0.041|0.027
836|25:32.8|-46.70263192|37.57234172|44.5|19.98|15.02|11.01|-22.31|29.06|318.962|42.448|297.39|0.02|0.042|0.025
837|25:43.3|-46.99007388|38.41776786|44.04|20.69|14.87|10.79|-22.62|29.14|318.919|40.948|296.583|0.019|0.041|0.028
838|25:53.8|-47.27024155|39.27173903|44.04|20.67|14.71|10.73|-23.12|29.43|317.631|40.303|296.334|0.015|0.041|0.028
839|26:04.3|-47.54345886|40.13560703|43.83|21.6|14.38|10.79|-23.39|29.50|318.634|41.072|296.452|0.015|0.042|0.029
840|26:14.8|-47.81090917|41.01380562|44.2|18.49|14.17|10.9|-23.34|29.40|319.428|40.502|297.09|0.017|0.041|0.024
841|26:25.3|-48.07003839|41.89846039|44.4|20.74|14.12|10.57|-23.98|29.77|319.855|41.392|296.38|0.016|0.042|0.025
842|26:35.8|-48.32143945|42.79178555|43.81|19.99|14.04|10.47|-24|29.71|319.946|41.058|297.013|0.02|0.041|0.026
843|26:46.2|-48.56484832|43.69313747|43.83|20.44|13.88|10.41|-24.04|29.65|320.269|39.185|296.762|0.012|0.041|0.028
844|26:56.7|-48.80024579|44.60272468|43.9|20.96|13.88|10.34|-24.45|29.96|321.122|41.023|297.328|0.015|0.04|0.025
845|27:07.2|-49.02811903|45.52288813|44.33|20.84|13.83|10.2|-24.74|30.12|321.54|41.313|296.597|0.02|0.039|0.026
846|27:17.7|-49.24738655|46.44963096|43.93|21.82|13.83|10.21|-24.87|30.23|322.106|42.506|295.484|0.015|0.042|0.024
847|27:28.1|-49.45880728|47.38652199|44.43|21.58|13.84|10.24|-25.54|30.80|322.44|43.536|294.057|0.017|0.042|0.025
848|27:38.7|-49.66317529|48.33804784|44.24|22.25|13.75|10.41|-25.88|31.10|322.12|43.249|293.334|0.017|0.041|0.026
849|27:52.4|-49.91468264|49.58080015|43.88|20.81|13.41|10.25|-26.17|31.14|321.462|39.237|295.826|0.015|0.042|0.028
850|28:02.8|-50.09771889|50.54338098|43.92|21.14|13.43|10.19|-26.74|31.61|320.489|40.404|294.946|0.017|0.042|0.027
851|28:13.3|-50.27174419|51.51213975|44.66|20.87|13.39|10.51|-26.74|31.70|320.397|41.536|294.005|0.015|0.042|0.026
852|28:23.8|-50.43707838|52.48921892|44.02|20.32|13.31|10.15|-27.23|31.96|322.42|41.805|295.33|0.014|0.041|0.03
853|28:34.2|-50.59310538|53.47128035|44.01|19.18|13.17|9.86|-27.77|32.28|322.643|41.259|295.168|0.018|0.041|0.027
854|28:44.7|-50.74024755|54.46130096|44.52|21.49|13.13|9.75|-27.91|32.35|322.95|40.359|296.686|0.018|0.041|0.028
855|28:55.1|-50.87813114|55.45724228|43.79|19.3|13.06|9.61|-28.47|32.76|323.481|41.097|294.825|0.015|0.041|0.024
856|29:05.6|-51.00690292|56.46066447|43.95|19.98|13.02|9.53|-28.76|32.98|324.014|39.83|295.628|0.019|0.042|0.027
857|29:16.1|-51.12631601|57.47026335|43.79|20.29|13.01|9.29|-28.96|33.08|324.27|40.517|295.518|0.015|0.041|0.026
858|29:26.6|-51.23615542|58.48460276|44.01|20.65|12.94|9.09|-29.59|33.55|323.768|40.328|295.345|0.018|0.043|0.025
859|29:37.0|-51.33620587|59.50171269|44.13|21.13|13.03|8.96|-29.91|33.83|323.989|42.028|293.85|0.012|0.04|0.026
860|29:47.5|-51.42665085|60.52356301|43.93|20.83|12.96|8.84|-30.49|34.29|324.662|43.224|294.25|0.02|0.041|0.025
861|29:58.0|-51.50759799|61.55226217|44.17|20.54|13.19|8.69|-30.86|34.67|324.919|41.57|295.063|0.023|0.041|0.024
862|30:08.5|-51.57874641|62.58495937|43.93|20.49|13.47|8.54|-31.37|35.19|324.049|41.137|294.582|0.021|0.041|0.025
863|30:19.0|-51.63998425|63.6203982|44.11|21.37|13.53|8.46|-31.14|34.99|323.957|41.166|293.141|0.018|0.041|0.03
864|30:29.5|-51.69123965|64.65733659|44.09|20.77|13.59|8.51|-31.68|35.51|324.412|39.916|292.508|0.022|0.041|0.027
865|30:40.0|-51.73258221|65.69748919|43.86|20.37|13.68|8.59|-31.98|35.83|323.977|40.711|293.341|0.021|0.041|0.024
866|30:50.4|-51.76385444|66.73660465|44.29|19.98|13.61|8.42|-32.4|36.14|323.23|41.008|295.199|0.017|0.041|0.027
867|31:00.9|-51.78517462|67.77823719|43.88|20.82|13.57|8.43|-32.62|36.32|322.274|41.273|294.791|0.021|0.038|0.029
868|31:11.4|-51.79648776|68.82161931|44.13|21.14|13.57|8.62|-33.15|36.84|322.054|39.309|295.044|0.015|0.041|0.026
869|31:21.9|-51.79776501|69.86401934|44.57|21.76|13.63|8.47|-34.07|37.66|322.075|40.151|293.596|0.016|0.042|0.03
870|31:32.3|-51.78902241|70.90647021|44.57|21.29|13.84|8.16|-34.59|38.14|321.445|41.848|291.727|0.02|0.041|0.03
871|31:42.8|-51.77025613|71.94867328|44.52|20.68|14.04|8.07|-35.02|38.58|321.85|38.617|294.249|0.018|0.04|0.025
872|31:53.3|-51.74154262|72.98788745|44.08|22.07|14.07|8.18|-35.23|38.81|322.275|39.502|293.843|0.021|0.04|0.027
873|32:03.8|-51.70281394|74.02706603|44.72|20.87|14.19|7.96|-35.43|38.99|322.169|41.405|292.396|0.017|0.041|0.025
874|32:14.2|-51.65417423|75.06343727|44.06|19.79|14.38|7.93|-35.75|39.34|323.043|40.671|291.803|0.016|0.042|0.026
875|32:24.7|-51.59561197|76.09769227|43.81|20.84|14.33|7.77|-36.27|39.76|322.359|39.347|292.341|0.018|0.042|0.027
876|32:35.2|-51.52719902|77.12883553|44.08|20.21|14.53|7.84|-36.65|40.20|322.415|39.405|291.444|0.014|0.041|0.028
877|32:45.6|-51.44899514|78.15638169|44.01|20.58|14.66|8.01|-37.01|40.61|323.691|39.741|290.941|0.016|0.041|0.026
878|32:56.1|-51.36091183|79.18158414|43.88|22.6|14.84|8.02|-37.57|41.18|324.596|39.838|292.336|0.02|0.041|0.027
879|33:06.6|-51.26320028|80.2017426|44.09|20.37|15.14|7.82|-37.58|41.26|324.084|41.639|291.582|0.016|0.041|0.025
880|33:17.1|-51.15609049|81.21523509|44.73|20.63|15.57|7.43|-37.82|41.57|324.683|43.782|290.778|0.018|0.041|0.029
881|33:27.6|-51.03925028|82.22556962|44.13|20.92|15.64|7.06|-38.31|41.98|325.479|42.387|291.306|0.014|0.042|0.027
882|33:38.0|-50.9128211|83.23149637|43.77|20.85|15.78|7.02|-38.77|42.44|325.317|43.185|291.199|0.019|0.04|0.027
883|33:48.5|-50.77710577|84.23092123|44.02|20.87|15.85|7.09|-39.1|42.78|324.951|41.803|293.403|0.016|0.042|0.026
884|33:59.0|-50.63229497|85.22300962|44.45|21.14|16.01|7.21|-39.23|42.98|325.121|41.695|295.37|0.017|0.041|0.027
885|34:09.5|-50.47849627|86.20761645|44.09|21.34|16.44|7.2|-39.27|43.18|324.774|40.187|296.774|0.016|0.041|0.028
886|34:20.0|-50.31516382|87.18840541|44.59|21.08|16.87|7.24|-39.51|43.57|325.377|40.135|297.627|0.018|0.041|0.027
887|34:30.4|-50.14345384|88.15882978|44.43|20.95|16.81|7.31|-40.04|44.04|325.809|40.248|296.851|0.02|0.041|0.026
888|34:40.9|-49.96288994|89.12221312|44.02|20.26|17.11|7.41|-40.45|44.54|326.987|40.715|296.832|0.017|0.042|0.028
889|34:51.3|-49.7738595|90.07692364|43.81|21.01|17.52|7.47|-41.05|45.25|325.963|41.354|295.955|0.02|0.039|0.028
890|35:01.8|-49.57626889|91.02388555|43.83|20.55|17.82|7.41|-41.45|45.72|327.267|41.311|296.033|0.02|0.041|0.027
891|35:12.2|-49.37132487|91.95804945|44.54|21.59|17.94|7.43|-41.74|46.04|327.269|42.82|296.184|0.019|0.041|0.026
892|35:22.6|-49.15700413|92.88899271|44.29|21.75|18.2|7.22|-41.99|46.33|327.091|45.333|295.46|0.015|0.041|0.025
893|35:33.1|-48.93390643|93.81395493|44.08|21.05|18.54|7.09|-42.05|46.50|326.448|44.312|297.082|0.019|0.04|0.026
894|35:43.6|-48.70259197|94.73078648|44.47|23.74|19.02|6.89|-42.48|47.05|326.258|43.91|296.297|0.02|0.042|0.027
895|35:54.1|-48.46465616|95.63384101|43.97|20.65|19.35|7.02|-42.63|47.34|326.409|44.374|295.715|0.022|0.041|0.025
896|36:04.5|-48.21765135|96.53279841|44.57|20.88|19.64|7.17|-42.54|47.40|326.618|44.811|295.519|0.02|0.041|0.026
897|36:15.0|-47.96337993|97.42127134|43.77|20.64|20.07|7.19|-42.86|47.87|327.644|44.234|296.377|0.019|0.041|0.028
898|36:25.5|-47.70124127|98.30175551|44.56|20.84|20.22|7.33|-43.16|48.22|326.552|45.377|295.727|0.017|0.042|0.026
899|36:36.0|-47.43243973|99.17065636|43.9|20.93|20.57|7.47|-43.24|48.46|325.838|44.814|296.56|0.016|0.041|0.028
900|36:46.5|-47.15626724|100.0307484|43.86|21.6|20.91|7.11|-43.31|48.62|325.471|43.144|298.942|0.019|0.041|0.028
901|36:56.9|-46.87300148|100.881518|44.06|20.12|21.32|7.11|-43.74|49.18|326.016|43.029|299.353|0.016|0.041|0.028
902|37:07.4|-46.58245168|101.7238625|44.06|21.13|21.81|7.14|-43.84|49.48|325.911|43.425|299.526|0.015|0.041|0.026
903|37:17.9|-46.28523302|102.556347|44.31|20.39|22.24|7.05|-43.92|49.73|326.721|42.796|298.697|0.016|0.042|0.028
904|37:28.4|-45.98140062|103.3792226|43.83|22.91|22.78|7.22|-43.95|50.03|327.403|44.234|298.693|0.022|0.042|0.028
905|37:38.8|-45.67131059|104.1919419|44.09|21.41|22.97|7.37|-44.1|50.27|327.199|45.774|299.19|0.02|0.041|0.027
906|37:49.3|-45.35413903|104.9969838|44.7|21.27|23.08|7.26|-44.39|50.56|327.177|45.693|298.971|0.022|0.041|0.025
907|37:59.8|-45.03116537|105.7914412|44.11|21.23|23.43|7.12|-44.68|50.95|325.677|46.58|298.479|0.02|0.041|0.027
908|38:10.3|-44.7018791|106.576968|44.72|21.01|23.63|7.06|-44.81|51.15|325.372|47.286|299.042|0.018|0.041|0.027
909|38:20.8|-44.36692065|107.3524115|43.95|22.43|24.24|6.93|-44.54|51.18|326.242|46.417|298.974|0.021|0.04|0.026
910|38:31.3|-44.02600068|108.1188218|44.49|20.91|24.86|7.05|-44.52|51.48|326.498|46.723|298.299|0.014|0.04|0.03
911|38:41.7|-43.67947977|108.8757434|44.02|20.63|25.1|7.15|-44.66|51.73|327.245|45.162|299.106|0.016|0.041|0.026
912|38:52.2|-43.32812576|109.6219288|44.59|20.15|25.35|7.52|-44.84|52.06|327.586|45.559|299.909|0.02|0.041|0.027
913|39:02.7|-42.97097307|110.3598092|44.22|19.95|25.86|7.6|-45.01|52.46|326.99|44.319|300.603|0.02|0.041|0.024
914|39:13.1|-42.60880925|111.0880937|44.63|20.74|26.26|7.69|-44.73|52.44|326.437|44.308|299.941|0.019|0.041|0.026
915|39:23.6|-42.241024|111.808337|43.83|20.96|26.69|7.73|-44.67|52.61|326.216|44.549|301.227|0.018|0.041|0.028
916|39:34.1|-41.86733674|112.5213266|43.88|20.71|27.07|8|-44.89|53.03|327.031|45.074|300.735|0.015|0.042|0.026
917|39:44.6|-41.48866277|113.225585|44.5|20.86|27.56|7.79|-45.11|53.43|327.602|44.67|300.378|0.014|0.042|0.028
918|39:55.0|-41.10646325|113.9188112|43.81|20.73|27.96|7.83|-44.92|53.49|328.206|45.091|298.752|0.017|0.041|0.026
919|40:05.5|-40.71928629|114.60403|44.15|20.68|28.33|7.85|-44.75|53.54|329.119|44.86|299.875|0.017|0.041|0.023
920|40:16.0|-40.3274263|115.2810115|43.88|21.16|28.74|8.03|-44.89|53.90|329.169|45.829|300.072|0.016|0.041|0.025
921|40:26.5|-39.930726|115.9503104|44.02|19.76|29.18|8.2|-44.91|54.18|329.344|47.223|299.577|0.017|0.042|0.025
922|40:36.9|-39.52976598|116.6112388|44.73|21.82|29.55|8.06|-44.62|54.12|330.178|46.946|301.032|0.021|0.042|0.028
923|40:47.4|-39.12486966|117.2635895|43.85|21.03|29.85|7.91|-44.59|54.24|329.766|45.927|301.678|0.021|0.041|0.025
924|40:57.9|-38.71588752|117.9079203|43.93|21.27|30.32|8.07|-44.74|54.65|328.217|45.054|301.256|0.022|0.041|0.025
925|41:08.3|-38.303227|118.5439015|43.69|20.57|30.88|7.93|-44.78|54.97|327.199|44.862|301.241|0.014|0.041|0.027
926|41:18.8|-37.8862422|119.1728125|43.99|23.09|31.24|7.69|-44.66|55.04|328.619|47.086|301.263|0.013|0.041|0.026
927|41:29.3|-37.46505449|119.7947144|43.88|20.88|31.75|7.69|-44.69|55.36|328.415|46.621|300.224|0.016|0.041|0.029
928|41:39.8|-37.04005356|120.4092875|43.79|21.2|31.97|8.11|-44.77|55.61|327.776|45.527|300.111|0.021|0.041|0.027
929|41:50.2|-36.61140481|121.0165608|43.99|21.24|32.08|8.42|-44.49|55.49|327.469|45.325|302.1|0.017|0.041|0.024
930|42:00.7|-36.1792344|121.6166234|44.09|21.17|32.45|8.5|-43.96|55.30|327.618|45.4|301.331|0.016|0.042|0.028
931|42:11.2|-35.74331858|122.2100367|43.77|22.66|32.97|8.51|-44.69|56.18|326.665|46.482|300.904|0.02|0.041|0.025
932|42:21.7|-35.30427328|122.796217|43.88|20.79|33.73|8.5|-44.25|56.29|325.801|44.518|302.903|0.015|0.041|0.026
933|42:32.2|-34.86166279|123.3759961|44.08|21.58|34.25|8.51|-43.63|56.12|325.205|44.228|302.178|0.021|0.041|0.027
934|42:42.6|-34.41659242|123.9481892|44.65|19.15|34.71|8.56|-43.29|56.14|324.834|47.395|301.764|0.02|0.042|0.026
935|42:53.1|-33.96787587|124.51457|44.06|20.17|34.99|8.77|-42.65|55.86|324.492|46.949|302.24|0.014|0.041|0.027
936|43:03.6|-33.51660998|125.073988|43.99|20.77|35.46|8.2|-42.47|55.93|324.496|47.493|302.772|0.014|0.042|0.028
937|43:14.1|-33.06195693|125.6277151|43.92|20.98|35.6|8.54|-42.39|56.01|324.15|45.97|305.147|0.018|0.041|0.027
938|43:24.5|-32.60449162|126.1752657|44.01|20.83|35.88|8.8|-42.41|56.24|323.455|45.454|302.936|0.022|0.041|0.026
939|43:35.0|-32.1438042|126.7173419|44.09|20.2|36.13|8.68|-41.97|56.06|323.72|46.495|303.047|0.016|0.041|0.026
940|43:45.5|-31.68040825|127.2535455|44.15|21.59|36.49|8.71|-41.53|55.97|323.837|48.261|300.047|0.018|0.041|0.028
941|43:56.0|-31.21455108|127.7838104|43.76|19.94|36.75|8.91|-41.28|55.98|323.225|46.817|301.059|0.014|0.042|0.027
942|44:06.5|-30.7444939|128.3102865|43.85|20.82|37.21|9.18|-41.03|56.15|322.939|46.691|302.224|0.017|0.04|0.026
943|44:17.0|-30.27245687|128.8306645|43.77|20.46|37.61|9.25|-40.61|56.12|323.326|46.083|303.55|0.015|0.042|0.027
944|44:27.5|-29.7974745|129.3462131|44.09|21.26|37.55|9.4|-40.24|55.84|324.394|47.245|303.393|0.018|0.041|0.023
945|44:38.0|-29.32022928|129.8563808|43.72|21.42|38.07|9.38|-39.87|55.92|324.082|47.748|303.825|0.017|0.041|0.028
946|44:48.6|-28.84082219|130.3612611|44.01|20.82|38.53|9.42|-39.54|56.01|323.944|47.839|303.528|0.018|0.041|0.025
947|44:59.1|-28.35904458|130.8612653|43.85|21.09|38.85|9.52|-39.51|56.22|325.717|49.742|304.165|0.017|0.041|0.025
948|45:09.6|-27.87546983|131.3559913|43.77|21.56|39.15|9.51|-38.78|55.92|327.183|51.617|303.44|0.022|0.042|0.027
949|45:20.1|-27.39041195|131.8453227|43.88|21.94|39.28|9.36|-38.3|55.65|326.686|51.466|303.645|0.015|0.042|0.027
950|45:30.6|-26.90312491|132.3302006|44.72|20.99|39.5|9.49|-38.16|55.74|326.828|50.199|304.196|0.013|0.042|0.027
951|45:41.0|-26.41487169|132.8095603|44.09|18.45|39.75|9.66|-37.95|55.80|328.291|51.83|304.429|0.013|0.041|0.027
952|45:51.5|-25.92474295|133.2844864|43.76|20.95|40.3|9.68|-38.19|56.36|328.042|50.575|304.625|0.014|0.04|0.026
953|46:02.0|-25.43135045|133.756467|43.97|20.82|40.57|9.56|-37.45|56.03|327.315|50.688|305.985|0.015|0.041|0.026
954|46:12.5|-24.93652672|134.2238954|43.93|21.66|40.87|9.49|-36.65|55.71|327.523|49.534|305.776|0.021|0.041|0.026
955|46:23.0|-24.44001917|134.6871806|43.83|20.69|41.34|9.61|-36.18|55.77|327.11|49.358|305.886|0.014|0.04|0.027
956|46:33.5|-23.9411817|135.1470754|43.99|20|41.86|9.65|-35.98|56.04|327.389|49.646|306.675|0.017|0.04|0.028
957|46:44.0|-23.44076021|135.6030391|43.79|20.51|42|9.5|-35.41|55.75|327.857|50.615|306.146|0.016|0.042|0.026
958|46:54.5|-22.93852135|136.0554356|44.15|20.83|42.29|9.87|-34.99|55.77|329.209|51.076|306.923|0.02|0.042|0.026
959|47:05.0|-22.43366999|136.5051129|44.43|21.2|42.55|10.07|-34.69|55.81|328.356|50.602|307.818|0.015|0.039|0.026
960|47:15.5|-21.92771895|136.9508622|43.85|20.81|43.04|10.01|-34.46|56.04|328.634|51.929|308.972|0.02|0.041|0.025
961|47:26.0|-21.42057512|137.3929209|43.93|21.99|43.19|10.13|-34.11|55.96|328.834|50.83|308.771|0.017|0.042|0.024
962|47:36.5|-20.91166827|137.8319282|44.09|20.62|43.56|9.9|-33.88|56.07|328.329|50.864|307.87|0.018|0.041|0.027
963|47:47.0|-20.4009988|138.2680143|44.63|20.99|43.83|9.75|-33.36|55.94|327.741|50.569|307.409|0.013|0.041|0.026
964|47:57.5|-19.8895685|138.7004639|44.5|20.97|44.02|10.1|-32.51|55.65|327.852|49.282|308.53|0.021|0.042|0.025
965|48:08.1|-19.37638939|139.1302495|43.76|20.77|44.25|10.05|-32.15|55.61|328.709|48.706|308.502|0.013|0.043|0.026
966|48:18.6|-18.8619443|139.5570941|44.38|23.1|44.66|10.28|-31.63|55.68|328.295|47.936|309.141|0.017|0.041|0.024
967|48:29.1|-18.3468924|139.9805882|43.79|20.35|44.9|10.38|-31.84|56.01|328.434|49.215|309.047|0.014|0.041|0.027
968|48:39.6|-17.83015916|140.4017449|44.02|21.24|45.03|10.43|-30.98|55.64|327.629|47.812|310.116|0.021|0.04|0.025
969|48:50.1|-17.31268147|140.8199255|44.2|20.69|45.21|10.39|-30.82|55.69|327.117|48.206|310.092|0.02|0.04|0.027
970|49:00.6|-16.79339674|141.2361099|44.5|21.63|45.39|10.05|-29.97|55.31|326.941|47.897|310.178|0.021|0.041|0.025
971|49:11.1|-16.27312237|141.649759|43.79|21.08|45.79|10.22|-29.61|55.48|327.96|47.737|310.909|0.017|0.042|0.028
972|49:21.6|-15.752006|142.0608784|44.24|21.43|46.08|10.38|-29.55|55.72|326.714|49.455|310.596|0.018|0.041|0.025
973|49:32.2|-15.23008572|142.4695603|43.97|22.13|46.5|10.41|-28.84|55.70|325.973|48.43|311.681|0.018|0.04|0.025
974|49:42.7|-14.70696087|142.8762346|44.57|21.07|46.74|10.47|-28.01|55.49|325.645|48.547|312.156|0.019|0.042|0.028
975|49:53.2|-14.18290868|143.2807989|44.09|21.01|46.92|10.42|-27.32|55.29|325.192|46.217|313.116|0.021|0.041|0.027
976|50:03.7|-13.65763509|143.6835914|43.72|19.76|47.09|10.42|-27.18|55.36|324.651|46.956|313.878|0.019|0.042|0.024
977|50:14.2|-13.13120769|144.0846677|43.65|21.52|47.33|10.49|-26.76|55.37|325.182|46.187|313.262|0.019|0.039|0.026
978|50:24.7|-12.60476256|144.483277|43.81|20.85|47.5|10.48|-26.01|55.16|326.451|46.415|313.685|0.018|0.042|0.025
979|50:35.3|-12.07678966|144.8806724|44.02|21.14|47.67|10.67|-25.4|55.06|327.868|47.738|313.09|0.014|0.041|0.026
980|50:45.8|-11.54830569|145.2761938|43.99|20.87|47.9|10.83|-25.19|55.19|328.563|45.389|314.593|0.019|0.041|0.024
981|50:56.3|-11.01931176|145.66995|44.59|21.15|48.08|10.72|-24.44|54.99|327.917|44.984|315.423|0.02|0.041|0.027
982|51:06.9|-10.48882721|146.0627735|43.76|20.59|48.27|10.89|-23.69|54.86|328.315|45.008|317.293|0.016|0.041|0.024
983|51:17.4|-9.958196987|146.4537715|43.65|17.95|48.36|10.96|-23.42|54.84|328.855|45.793|317.431|0.013|0.04|0.026
984|51:27.9|-9.42639536|146.8438035|43.76|21.15|48.57|11.3|-23.2|55.00|327.552|45.297|317.843|0.019|0.042|0.029
985|51:38.5|-8.893014974|147.2332638|43.99|20.48|48.47|11.26|-22.59|54.65|327.43|46.15|318.828|0.019|0.041|0.026
986|51:49.0|-8.359624385|147.6211075|44.13|20.91|48.69|11.3|-21.88|54.56|327.132|44.952|318.915|0.014|0.041|0.025
987|51:59.5|-7.826640713|148.007139|44.08|21.01|49.13|11.26|-21.1|54.64|327.126|47.524|318.732|0.014|0.042|0.026
988|52:10.1|-7.292820271|148.3923623|44.06|21.09|49.27|11.5|-20.32|54.52|326.854|49.008|318.704|0.02|0.042|0.029
989|52:20.6|-6.75804944|148.7769557|43.69|20.46|49.32|11.7|-19.92|54.46|326.936|49.364|319.172|0.016|0.042|0.027
990|52:31.2|-6.222599846|149.1608204|43.99|22.57|49.6|11.77|-19.6|54.62|326.85|50.403|319.015|0.015|0.04|0.027
991|52:41.7|-5.686111201|149.5443107|44.04|19.64|49.82|11.82|-18.85|54.56|326.581|49.462|319.477|0.017|0.041|0.029
992|52:52.3|-5.15033516|149.9262739|43.76|21.09|49.67|11.85|-18.71|54.38|327.209|49.138|320.024|0.016|0.042|0.027
993|53:02.8|-4.613586216|150.3080105|43.81|21.7|49.59|11.93|-18.59|54.29|327.472|51.152|320.649|0.015|0.042|0.025
994|53:13.4|-4.076698609|150.6890232|43.7|20.83|49.37|11.94|-17.42|53.70|327.257|54.136|319.824|0.014|0.041|0.027
995|53:23.9|-3.539883327|151.0692602|43.92|21.14|49.47|12.04|-17.04|53.69|325.312|52.408|321.022|0.023|0.041|0.026
996|53:34.5|-3.002497491|151.4492731|44.02|20.9|49.8|12.12|-16.78|53.93|325.143|51.019|322.161|0.021|0.039|0.027
997|53:45.1|-2.464611065|151.8291075|44.45|21.21|49.95|12.19|-16.55|54.01|325.464|50.216|324.094|0.018|0.041|0.025
998|53:55.6|-1.927784173|152.2077586|44.45|21.08|50.22|12.26|-15.93|54.09|325.468|49.799|323.916|0.015|0.04|0.026
